,Datetime,Tweet Id,Text,Username
0,2019-09-19 23:53:31+00:00,1174833931239096320,"mengingat umur kuhp kita sudah sangat uzur dan tidak relevan untuk digunakan di modern ini. mengingat bentuk sistem hukum kita menganut civil law system sudah saatnya pengaturan delik pidanan secara kodifikasi, bukan sektoral pada undang-undang tertentu.",ariagaana
1,2019-09-19 23:39:37+00:00,1174830433470537729,@RonsImawan Pasal 378 KUHP diperluas cakupannya menjadi : orang yang dengan sengaja memberi harapan palsu dikategorikan juga sebagai tindak penipuan dan dapat dipidana dengan minimal 5 tahun penjara atau denda maksimal kategori 1.,andhyrf
2,2019-09-19 23:36:04+00:00,1174829539505004544,"bangsa ini. Dengan
mengubah menjadi ideologi berbasis syariah.
Bagaimana caranya?
Kelompok ini mulai menyisipkan faham ideologi berbasis syariah melalui UUD dan KUHP.
Kalau UUD dan KHUP sudah berbasis syariah. Maka otomatis ideologi bangsa ini akan
berubah.",085646525167
3,2019-09-19 23:35:36+00:00,1174829421666033665,"@ObiWan_Catnobi umum, beda ITE sama KUHP cuma media penghinaannya sama cara menghinanya doang, sisanya unsurnya sama

lu baca R. Soesilo deh rul, kalo untuk UU ITE coba baca yg Josua Sitompul https://t.co/MxFDun525N",mediocrickey
4,2019-09-19 23:32:16+00:00,1174828585191821312,"kuhp belanda juga mengadopsi Penal Code Perancis karena Belanda pernah dijajah Perancis. Ya masa kita negara merdeka masih pakai produk hukum kolonial. 

Gue bingung aja diantara  ratusan pakar hukum yang pintar, kok bikin RUU seperti itu, 

#RKUHP",sarimusdar09
5,2019-09-19 23:26:54+00:00,1174827232386113536,@KadaiKopi @BBCIndonesia koplak yg rancang kuhp,Fandearb1
6,2019-09-19 23:26:40+00:00,1174827176216023040,"Gue ingat banget dulu pas kuliah Hukum Pidana dosen gue sempat ngulas 'keanehan' beberapa pasal, yang paling dibahas dulu sih pasal tentang tindak pidana santet. 

Jadi gini, KUHP kita itu ngambil KUHP Belanda, 

#RKHUP",sarimusdar09
7,2019-09-19 23:24:35+00:00,1174826651403739137,"@geloraco Apakah yg terjadi dgn @jokowi , UUKPK, Capim KPK, RUU KUHP, segitu lemahnya Jokowi tdk bisa melawan parpol-parpol pendukung nya?? Suara rakyat Indonesia yg pilih Jokowi, bukan parpol. #JaeGagalUrusBangsa #JokowiMundurlah",hppurba
8,2019-09-19 23:20:11+00:00,1174825545512538112,@kompascom Apa gelandangan nya ngerti KUHP ini???,TremontiAnton
9,2019-09-19 23:19:37+00:00,1174825399504629760,@AlterBaseNSFW Buruan keburu ruu kuhp disahkeun,sunnflowwa
10,2019-09-19 23:16:47+00:00,1174824688553361409,@Jhonkosmik Klo masalah KPK dan Ruu KUhp kayakhya sebentar lagi Jae jadi pahlawan??,klarick26
11,2019-09-19 23:13:18+00:00,1174823809729196032,"@rivki_rsm ga semuanya sih mas, tp perlu kita pahami kuhp ini bentuk kodifikasi sektoral, alias pembukuan delik pidana yg sudah ada dijadikan satu buku namanya kuhp. jadi memang isinya gak baru",ariagaana
12,2019-09-19 23:12:49+00:00,1174823689738543104,"@Fahrihamzah @SBYudhoyono @jokowi DPR apa kabar pak? RUU KUHP, RUU KPK, RUU P-KS. megelno kabeh pak.",galsku
13,2019-09-19 23:10:10+00:00,1174823024601616384,"@ariaGaana Pengada layanan sendiri tetap terancam dipidana dlm memberikan layanan aborsi. PP61 ada lho sbg turunan UU kesehatan, tapiiiiiii tetap jika mjd kasus hukum yg digunakan oleh polisi adalah KUHP. Tenang, dasaran keresahan kami bukan halu, tp mmg kami alami :)",puspapra
14,2019-09-19 23:09:42+00:00,1174822905613471744,"@SavoyRoyale apa yg ditakutkan? kan delik yg diatur sama. uu kesheatan  hadir sebagai penawar kuhp yg kaku, lalu ada kuhp baru, selama uu kesheatan blm dicabut keberlakuannya dan ga bertentangan kenapa takut? kan masih dilindungi? mbhs hubungan uu kesehatn dan kuhp bisa di cek di tab reply",ariagaana
15,2019-09-19 23:07:47+00:00,1174822424543514624,"@ariaGaana Halo kak, thx for the opinion.
Scr teori, betul ada UU kesehatan. Namun scr praktik, bnyk kasus di daerah yg didampingi bhw polisi memakai KUHP utk menjerat byk perempuan yg melakukan aborsi. Jd “ketakutan” yg kakak blg memang sdh terjadi.",puspapra
16,2019-09-19 23:06:32+00:00,1174822107684855808,"@malik_ariefa @rifaldop @mzulendra Gabisa mi, saya takut ninuninu
Kan di pasal RUU KUHP, julidin presiden auto ninuninu",conconlatte
17,2019-09-19 23:06:17+00:00,1174822046909419521,"@ObiWan_Catnobi ada, sudah dijelaskan bertahun2 lalu oleh akademisi (pastinya R. Soesilo lewat komentar KUHP) dan yurisprudensi kasus2 Bab Penghinaan KUHP, logikanya seharusnya sama untuk penghinaan, yaitu menyerang kehormatan",mediocrickey
18,2019-09-19 23:01:31+00:00,1174820847393001472,"@kompascom Kayaknya yg buat kuhp bnr2 GBLK dah ini
Menjabat cuma krena uang, bukan karena integritas",irvan_rian
19,2019-09-19 22:56:09+00:00,1174819497548500992,"Pasal 1 rkuhp itu pemberlakuan asas legalitas. Umum lah ya, spt di kuhp lawas. Blablabla seseorang dipidana karena melanggar uu. Melarang penggunaan analogi dalam menerapkan kuhp juga udah umum. Nah di pasal 2 ini....",oliebollenx
20,2019-09-19 22:51:53+00:00,1174818422254817280,"@ScotchandSoba_ @itsaudyyy Ruu kuhp disahkan, Biologi belajar apaan dong?",justcallmetun
21,2019-09-19 22:51:21+00:00,1174818289395982338,"@detikcom Masalah KUHP aja turun kejalan..,gililran kebijakan pemerintah (naiknya tdl,naiknya harga bahan bakar,dll)tak pernah turun kejln..🤔🤔",mudjiatmoko
22,2019-09-19 22:43:52+00:00,1174816404563877888,"Yaelah puk, ngurusin banget negara... yaelah puk, jng jd sok bener... yaelah puk gada dampaknya jg buat kita... tol kont*l manusia kont*l... sebelum RUU KUHP ini di revisi aja GUE PERNAH MAU KENA CIDUK BANGSAT! Dan jejak digital kriminal gue ABADI!...",fadilbapuk
