,Datetime,Tweet Id,Text,Username
0,2023-04-06 22:23:12+00:00,1644103488161611776,@idextratime FIFA / PSSI kan ga boleh di intervensi oleh pemerintah jd hayoh pak pilih jd ketua PSSI aja.. Sy dukung yg satunya serahkan kpd yg lbh bnyk waktu biar semua nya baik dan benar,hard0740
1,2023-04-06 22:22:47+00:00,1644103386177077249,"@cintaindoku @__AnakKolong Gue liat dari sudut pandang konstitusi dan ketegasan pemimpin dlm bersikap,kl lu punya pandangan lain itu terserah lu,ini negara demokrasi,
aplg mnrt pndngan presiden dan pemerintah,toh keputusan Fifa bkn mengacu ke penolakan GP",Dongkol_lurah
2,2023-04-06 22:09:17+00:00,1644099986383314945,"@adkrmj @ask_AXIS @Muhamma72477233 Skrg fungsinya bot ini seperti pengalihan isu atau mainan para netijen pro pemerintah, biar ga ramai reply dan trending komenan, bisa di cek di replyan Tweet Ganjar ketika piala dunia u20 resmi dibatalkan oleh FIFA.",PrutangMijone
3,2023-04-06 21:58:19+00:00,1644097227714088960,@MataNajwa Fifa sadar urusan Indonesia tidak mudah. Pemerintah bebas intervensi asosiasi.,idmilanplus
4,2023-04-06 21:57:41+00:00,1644097069588811776,"@wongkecemek @idextratime Itu kan teorinya. Faktanya Indonesia pernah dibanned fifa 2015 gara2 ada intervensi pemerintah. makanya ini kita ga mau lagi ky gitu. kasusnya sama, ada intervensi pemerintah.

kalau sumbangsih kita besar dalam hal apapun, kita udah jadi full negara maju, bukan negara berkembang",leedongguk1970
5,2023-04-06 20:48:47+00:00,1644079728519938049,"@UpdateBolabola Gokil,baru tau ada dana dari FIFA buat Federasi ditiap negara.pantesan pada berebut jadi ketua PSSI wkwk belom dari sponsor belom bonus2 dari pemerintah itu baru yg ketauan wkwk",FadlanRizky_28
6,2023-04-06 20:15:19+00:00,1644071306118438912,@Dsinathrya Posisi pemerintah serba sulit krn banyak pro kontra trhd penyelenggaraan pildun ini krn masuknya tim Israel tdk diantisipasi sebelumnya. Keputusan FIFA sgtt tepat meskipun opportuny keuntungan penyelenggaraan pildun sangat besar. Yg perlu kita pahami masy kita mayoritas dukung,Bamsgungunawan
7,2023-04-06 18:49:36+00:00,1644049733521125376,"@ArwahMiliter Presiden Jokowi menunjuk INAFOC. Komite persiapan olimpiade kita....  Jadi pasal 7 ayat 1 itu aslinya ""INAFOC menyelenggarakan sesuai ketentuan FIFA""  , INAFOC ditunjuk presiden selaku Pemerintah pusat. FIFA juga gamau ada intervensi Pemerintah",heeyima
8,2023-04-06 18:34:49+00:00,1644046013051854848,"@TamTimTomm @AltoLuger Keppres lebih tinggi dari Permenlu. Dan konteksnya kan beda. Emang Israel yang kesini delegasi Pemerintah buat kerjasama atau ketemu pemda/pem.pusat? Yang mau kesini ""Israel sebagai anggota FIFA yang lolos kualifikasi Piala Dunia U-20 punya FIFA.""

Selesai.",heeyima
9,2023-04-06 17:41:43+00:00,1644032650762653696,"@obito2020danzo @PSSI Jawab dong federasi mana aja?  Kalau mantan pemain bola, bacotan pemerintah negara lain ya gak ngaruh buat fifa.. Gimana sih.. Yg ditanya kan footbal family 😆😆",NgachoAmy
